"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWoningwaarde_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"AantalInkomensontvangers_64";"GemiddeldInkomenPerInkomensontvanger_65";"GemiddeldInkomenPerInwoner_66";"k_40PersonenMetLaagsteInkomen_67";"k_20PersonenMetHoogsteInkomen_68";"Actieven1575Jaar_69";"k_40HuishoudensMetLaagsteInkomen_70";"k_20HuishoudensMetHoogsteInkomen_71";"HuishoudensMetEenLaagInkomen_72";"HuishOnderOfRondSociaalMinimum_73";"PersonenPerSoortUitkeringBijstand_74";"PersonenPerSoortUitkeringAO_75";"PersonenPerSoortUitkeringWW_76";"PersonenPerSoortUitkeringAOW_77";"BedrijfsvestigingenTotaal_78";"ALandbouwBosbouwEnVisserij_79";"BFNijverheidEnEnergie_80";"GIHandelEnHoreca_81";"HJVervoerInformatieEnCommunicatie_82";"KLFinancieleDienstenOnroerendGoed_83";"MNZakelijkeDienstverlening_84";"RUCultuurRecreatieOverigeDiensten_85";"PersonenautoSTotaal_86";"PersonenautoSJongerDan6Jaar_87";"PersonenautoS6JaarEnOuder_88";"PersonenautoSBrandstofBenzine_89";"PersonenautoSOverigeBrandstof_90";"PersonenautoSPerHuishouden_91";"PersonenautoSNaarOppervlakte_92";"Bedrijfsmotorvoertuigen_93";"Motorfietsen_94";"AfstandTotHuisartsenpraktijk_95";"AfstandTotGroteSupermarkt_96";"AfstandTotKinderdagverblijf_97";"AfstandTotSchool_98";"ScholenBinnen3Km_99";"OppervlakteTotaal_100";"OppervlakteLand_101";"OppervlakteWater_102";"MeestVoorkomendePostcode_103";"Dekkingspercentage_104";"MateVanStedelijkheid_105";"Omgevingsadressendichtheid_106";"TotaalDiefstalUitWoningSchuurED_107";"VernielingMisdrijfTegenOpenbareOrde_108";"GeweldsEnSeksueleMisdrijven_109"
"5763";"BU05181894";"'s-Gravenhage                           ";"Buurt     ";"BU05181894";"1";"    3035";"    1245";"    1790";"     175";"     105";"     535";"     615";"    1610";"    1020";"    1145";"     385";"     495";"     520";"     270";"      10";"      15";"      50";"       5";"     190";"      20";"       7";"      85";"      29";"    1985";"    1245";"     560";"     190";"     1.5";"    9056";"    2219";"     150";"       4";"      96";"      91";"       9";"      51";"      44";"      21";"      23";"       5";"      93";"       7";"    2440";"    2390";"    3550";"    3600";"       .";"       .";"    2250";"    2610";"     960";"     920";"    1780";"    2470";"       .";"       .";"     880";"    1030";"       .";"    2600";"    32.4";"    29.3";"    30.0";"    20.4";"    47.7";"    45.6";"     8.7";"     3.8";"     4.3";"      30";"     100";"      40";"    1570";"     140";"       0";"      20";"      30";"      10";"      10";"      35";"      30";"    1335";"     500";"     835";"    1235";"     105";"     0.7";"    3984";"      45";"      55";"     1.0";"     0.3";"     0.5";"     0.3";"    17.2";"      34";"      34";"       0";"      2551";"       3";"       1";"    3764";"       4";"       1";"       3"
"5764";"WK051819  ";"'s-Gravenhage                           ";"Wijk      ";"WK051819  ";"1";"    9715";"    4590";"    5125";"    1760";"     905";"    2735";"    2825";"    1490";"    5120";"    3355";"     845";"     405";"    1545";"     805";"      25";"      95";"     225";"      60";"     395";"     115";"      12";"      95";"      10";"    4495";"    1695";"    1195";"    1615";"     2.1";"    9380";"    4518";"     210";"      17";"      83";"      96";"       4";"      77";"      22";"       4";"      18";"       0";"     100";"       0";"    2560";"    2380";"    3400";"    3510";"       .";"       .";"    2070";"    2700";"    1460";"    1360";"    1900";"    2170";"       .";"       .";"    1310";"    1500";"       .";"    7500";"    38.2";"    29.9";"    27.7";"    32.9";"    67.3";"    27.6";"    27.8";"     4.5";"     4.3";"     110";"     270";"     190";"    1430";"     785";"       0";"     100";"     150";"      60";"      70";"     280";"     125";"    3680";"    1015";"    2665";"    3320";"     360";"     0.8";"    3551";"     200";"     225";"     0.4";"     0.5";"     0.2";"     0.4";"    40.9";"     104";"     104";"       0";"         .";"       .";"       1";"    5050";"       3";"       7";"       3"
"5765";"BU05181953";"'s-Gravenhage                           ";"Buurt     ";"BU05181953";"1";"    7040";"    3320";"    3715";"    1320";"     685";"    1950";"    2010";"    1080";"    3760";"    2425";"     565";"     300";"    1105";"     605";"      15";"      70";"     165";"      45";"     305";"      80";"      12";"      75";"      11";"    3160";"    1135";"     840";"    1190";"     2.2";"   13160";"    3183";"     223";"      22";"      78";"      96";"       4";"      78";"      22";"       4";"      18";"       0";"     100";"       0";"    2620";"    2410";"    3420";"    3250";"       .";"       .";"    2100";"    2770";"    1490";"    1360";"    1930";"    2370";"       .";"       .";"    1310";"    1550";"       .";"    5300";"    39.6";"    30.5";"    27.4";"    34.6";"    67.1";"    26.1";"    30.5";"     4.4";"     3.8";"      90";"     190";"     140";"    1030";"     565";"       0";"      70";"     100";"      35";"      60";"     215";"      85";"    2585";"     720";"    1860";"    2315";"     270";"     0.8";"    4829";"     140";"     145";"     0.3";"     0.6";"     0.2";"     0.4";"    39.6";"      54";"      54";"       0";"      2564";"       1";"       1";"    4913";"       2";"       6";"       3"
"5766";"BU05181983";"'s-Gravenhage                           ";"Buurt     ";"BU05181983";"1";"    2675";"    1265";"    1405";"     435";"     225";"     785";"     815";"     415";"    1360";"     930";"     285";"     105";"     435";"     200";"       5";"      20";"      60";"      15";"      90";"      30";"      12";"      15";"       6";"    1330";"     560";"     355";"     425";"     2.0";"    5341";"    1335";"     180";"       6";"      94";"      96";"       4";"      76";"      24";"       4";"      20";"       1";"     100";"       0";"    2410";"    2340";"    3200";"    4150";"       .";"       .";"    2000";"    2540";"    1370";"    1350";"    1600";"    1620";"       .";"       .";"    1310";"    1390";"       .";"    2100";"    35.0";"    28.2";"    28.4";"    28.7";"    68.0";"    31.0";"    21.5";"     4.7";"     5.5";"      20";"      90";"      50";"     400";"     220";"       0";"      30";"      50";"      20";"      10";"      65";"      45";"    1095";"     290";"     805";"    1005";"      90";"     0.8";"    2186";"      60";"      80";"     0.7";"     0.3";"     0.3";"     0.7";"    44.2";"      50";"      50";"       0";"      2564";"       2";"       1";"    5379";"       4";"       7";"       4"
"5767";"WK051820  ";"'s-Gravenhage                           ";"Wijk      ";"WK051820  ";"1";"   18360";"    9110";"    9245";"    2875";"    2300";"    7145";"    4300";"    1735";"   11820";"    4300";"    1780";"     465";"    3780";"    5295";"     470";"     395";"    2230";"     535";"    1660";"     280";"      15";"     100";"       6";"    9835";"    5165";"    2055";"    2625";"     1.8";"   17297";"    9503";"     143";"       7";"      93";"      91";"       9";"      48";"      50";"      11";"      40";"       2";"      96";"       4";"    2220";"    2140";"    3370";"    3030";"       .";"       .";"    2000";"    2410";"    1280";"    1250";"    1640";"    1440";"       .";"       .";"    1200";"    1350";"       .";"   14300";"    28.8";"    23.1";"    39.2";"    18.3";"    63.9";"    51.1";"    11.9";"    12.8";"    11.4";"     890";"     820";"     520";"    1660";"    1830";"      40";"     410";"     295";"     140";"      55";"     525";"     370";"    5270";"     935";"    4335";"    4595";"     675";"     0.5";"    4963";"     475";"     455";"     0.3";"     0.4";"     0.3";"     0.4";"    55.8";"     107";"     106";"       1";"         .";"       .";"       1";"    7916";"       4";"       8";"       8"
"5768";"BU05182054";"'s-Gravenhage                           ";"Buurt     ";"BU05182054";"1";"    6770";"    3275";"    3495";"    1100";"     790";"    2600";"    1610";"     670";"    4290";"    1570";"     720";"     195";"    1280";"    1540";"     150";"     160";"     535";"     130";"     565";"     100";"      15";"      30";"       5";"    3700";"    1935";"     730";"    1045";"     1.8";"   16505";"    3607";"     132";"       5";"      95";"      95";"       5";"      51";"      49";"      24";"      25";"       1";"      98";"       2";"    2110";"    2050";"    3230";"    2980";"       .";"       .";"    1850";"    2350";"    1160";"    1140";"    1540";"    1280";"       .";"       .";"    1060";"    1250";"       .";"    5300";"    28.3";"    22.7";"    38.7";"    16.6";"    61.9";"    51.9";"     9.8";"    13.1";"    12.1";"     400";"     340";"     200";"     650";"     545";"       5";"     145";"      80";"      40";"      10";"     175";"      95";"    2095";"     415";"    1680";"    1875";"     220";"     0.6";"    5106";"     160";"     190";"     0.2";"     0.5";"     0.3";"     0.5";"    53.0";"      41";"      41";"       0";"      2563";"       3";"       1";"    7357";"       4";"       6";"       5"
"5769";"BU05182055";"'s-Gravenhage                           ";"Buurt     ";"BU05182055";"1";"   11585";"    5835";"    5750";"    1775";"    1510";"    4545";"    2690";"    1065";"    7530";"    2735";"    1055";"     270";"    2500";"    3755";"     320";"     235";"    1695";"     405";"    1095";"     175";"      15";"      70";"       6";"    6135";"    3230";"    1330";"    1580";"     1.9";"   17797";"    5896";"     150";"       8";"      92";"      89";"      11";"      46";"      52";"       3";"      49";"       2";"      95";"       5";"    2310";"    2220";"    3430";"    3070";"       .";"       .";"    2150";"    2460";"    1380";"    1360";"    1690";"    1570";"       .";"       .";"    1350";"    1420";"       .";"    8900";"    29.1";"    23.3";"    39.5";"    19.4";"    65.0";"    50.6";"    13.2";"    12.6";"    11.0";"     490";"     480";"     320";"    1020";"    1285";"      30";"     265";"     215";"     100";"      45";"     350";"     275";"    3175";"     515";"    2655";"    2715";"     455";"     0.5";"    4873";"     310";"     265";"     0.3";"     0.3";"     0.2";"     0.4";"    57.4";"      66";"      65";"       1";"      2562";"       6";"       1";"    8247";"       4";"       9";"      10"
"5770";"WK051821  ";"'s-Gravenhage                           ";"Wijk      ";"WK051821  ";"1";"   13140";"    6520";"    6620";"    1855";"    1530";"    5390";"    3115";"    1255";"    8685";"    2985";"    1175";"     300";"    2625";"    3855";"     485";"     330";"    1475";"     460";"    1105";"     180";"      14";"      80";"       6";"    7340";"    4175";"    1535";"    1635";"     1.8";"   14369";"    6926";"     172";"      12";"      88";"      89";"      11";"      34";"      64";"      18";"      46";"       3";"      92";"       8";"    2350";"    2230";"    2880";"    3540";"       .";"       .";"    2070";"    2720";"    1200";"    1210";"    1470";"    1710";"       .";"       .";"    1130";"    1420";"     6.6";"   10300";"    31.8";"    25.9";"    39.6";"    22.7";"    64.6";"    55.0";"    15.1";"    13.8";"    12.4";"     730";"     560";"     330";"    1190";"    1525";"      20";"     200";"     245";"     120";"      70";"     520";"     350";"    3500";"     675";"    2825";"    2950";"     550";"     0.5";"    3826";"     340";"     265";"     0.3";"     0.4";"     0.2";"     0.4";"    60.4";"      94";"      91";"       3";"         .";"       .";"       1";"    8233";"       5";"       8";"      10"
"5771";"BU05182110";"'s-Gravenhage                           ";"Buurt     ";"BU05182110";"1";"    5720";"    2880";"    2835";"     800";"     670";"    2265";"    1380";"     600";"    3680";"    1305";"     580";"     160";"    1100";"    2190";"     305";"     205";"     855";"     290";"     535";"      85";"      15";"      55";"      10";"    3120";"    1775";"     635";"     720";"     1.8";"   11463";"    3006";"     139";"      15";"      85";"      91";"       9";"      29";"      69";"      26";"      43";"       2";"      81";"      19";"    2200";"    2040";"    2420";"    3220";"       .";"       .";"    1960";"    2440";"     920";"     970";"    1080";"    1150";"       .";"       .";"    1000";"    1000";"    14.7";"    4400";"    27.3";"    22.1";"    43.8";"    16.3";"    61.5";"    59.9";"    10.1";"    16.1";"    14.9";"     410";"     280";"     160";"     570";"     605";"      10";"     115";"      95";"      45";"      15";"     190";"     130";"    1505";"     300";"    1200";"    1270";"     230";"     0.5";"    3012";"     185";"     120";"     0.3";"     0.5";"     0.2";"     0.3";"    60.0";"      52";"      50";"       2";"      2562";"       5";"       1";"    8717";"       7";"       9";"      15"
"5772";"BU05182144";"'s-Gravenhage                           ";"Buurt     ";"BU05182144";"1";"    7420";"    3635";"    3785";"    1055";"     855";"    3125";"    1735";"     655";"    5005";"    1685";"     595";"     140";"    1520";"    1665";"     180";"     120";"     620";"     175";"     570";"      95";"      13";"      25";"       4";"    4220";"    2405";"     905";"     920";"     1.8";"   17858";"    3920";"     197";"      10";"      90";"      87";"      13";"      38";"      59";"      11";"      48";"       3";"     100";"       0";"    2530";"    2420";"    3540";"    4130";"       .";"       .";"    2230";"    2910";"    1490";"    1430";"    2040";"    3160";"       .";"       .";"    1310";"    1720";"       .";"    5900";"    35.1";"    28.8";"    36.5";"    27.5";"    66.8";"    51.4";"    18.8";"    12.0";"    10.5";"     320";"     280";"     170";"     620";"     920";"      10";"      90";"     145";"      70";"      55";"     330";"     215";"    1995";"     375";"    1620";"    1680";"     320";"     0.5";"    4804";"     155";"     145";"     0.2";"     0.3";"     0.2";"     0.5";"    60.7";"      43";"      42";"       1";"      2562";"       6";"       1";"    7849";"       3";"       7";"       6"
"5773";"WK051822  ";"'s-Gravenhage                           ";"Wijk      ";"WK051822  ";"1";"   11500";"    5695";"    5800";"    1490";"    1460";"    4615";"    2850";"    1085";"    7945";"    2360";"     960";"     240";"    2550";"    2850";"     415";"     285";"     620";"     245";"    1285";"     140";"      12";"      65";"       6";"    7040";"    4485";"    1275";"    1285";"     1.6";"   14151";"    6623";"     214";"      10";"      90";"      82";"      18";"      29";"      65";"      23";"      42";"       6";"      99";"       1";"    2260";"    2140";"    3380";"    3460";"       .";"       .";"    2030";"    2720";"    1090";"    1020";"    1690";"    1880";"       .";"       .";"     960";"    1360";"       .";"    8800";"    36.0";"    29.4";"    40.1";"    25.9";"    60.5";"    57.2";"    15.5";"    17.0";"    13.7";"     570";"     630";"     260";"    1040";"    1535";"       0";"     115";"     320";"     120";"     135";"     535";"     305";"    2995";"     710";"    2285";"    2530";"     460";"     0.4";"    3682";"     270";"     255";"     0.4";"     0.3";"     0.2";"     0.6";"    55.4";"      81";"      81";"       0";"         .";"       .";"       1";"    6467";"       4";"       6";"       7"
"5774";"BU05182245";"'s-Gravenhage                           ";"Buurt     ";"BU05182245";"1";"   11500";"    5695";"    5800";"    1490";"    1460";"    4615";"    2850";"    1085";"    7945";"    2360";"     960";"     240";"    2550";"    2850";"     415";"     285";"     620";"     245";"    1285";"     140";"      12";"      65";"       6";"    7040";"    4485";"    1275";"    1285";"     1.6";"   14151";"    6623";"     214";"      10";"      90";"      82";"      18";"      29";"      65";"      23";"      42";"       6";"      99";"       1";"    2260";"    2140";"    3380";"    3460";"       .";"       .";"    2030";"    2720";"    1090";"    1020";"    1690";"    1880";"       .";"       .";"     960";"    1360";"       .";"    8800";"    36.0";"    29.4";"    40.1";"    25.9";"    60.5";"    57.2";"    15.5";"    17.0";"    13.7";"     570";"     630";"     260";"    1040";"    1535";"       0";"     115";"     320";"     120";"     135";"     535";"     305";"    2995";"     710";"    2285";"    2530";"     460";"     0.4";"    3682";"     270";"     255";"     0.4";"     0.3";"     0.2";"     0.6";"    55.4";"      81";"      81";"       0";"      2518";"       4";"       1";"    6467";"       4";"       6";"       7"
"5775";"WK051823  ";"'s-Gravenhage                           ";"Wijk      ";"WK051823  ";"1";"    1450";"     730";"     715";"     155";"     110";"     545";"     390";"     255";"     875";"     405";"     150";"      30";"     515";"     170";"       5";"      10";"      10";"      15";"     130";"      15";"      11";"       5";"       3";"     920";"     580";"     210";"     135";"     1.6";"    4206";"    1155";"     311";"      18";"      82";"      71";"      29";"      33";"      60";"       3";"      57";"       7";"      98";"       2";"    2490";"    2480";"    2470";"    3090";"       .";"       .";"    2280";"    2840";"     980";"     890";"    1320";"    1930";"       .";"       .";"     850";"    1310";"    10.7";"    1100";"    60.4";"    50.2";"    24.4";"    43.3";"    64.2";"    40.5";"    29.7";"     6.7";"     6.7";"      20";"      40";"      20";"     250";"     535";"       5";"      30";"      90";"      35";"     115";"     200";"      65";"     670";"     310";"     360";"     500";"     170";"     0.7";"    1939";"      30";"      25";"     0.6";"     0.9";"     0.3";"     0.3";"    35.3";"      35";"      35";"       0";"         .";"       .";"       1";"    4123";"       7";"       9";"       6"
